event_id,event_type,event_ts,trip_id,trip_publish_ts,trip_departure_ts,departure_city,destination_city,driver_id,driver_name,passenger_id,passenger_name,price_per_seat,seats_total,seats_change,reservation_id,reservation_status
EVT5IW1X0CT40,reservation_created,2025-11-12 23:57:24,TRP1372,2025-11-11 00:05:00,2025-11-14 12:05:00,Nabeul,Bizerte,DRV0045,Nour Mansouri,PAS0073,Ameni Jebali,25.2,4,1,RSVSYDUKZUEDT,active
EVT103GW7S43I,trip_published,2025-11-13 03:10:00,TRP0334,2025-11-13 03:10:00,2025-12-01 09:10:00,Kebili,Bizerte,DRV0034,Mariem Bouslama,,,14.5,3,0,,
EVTF84C3Z2LJA,trip_published,2025-11-13 04:50:00,TRP2276,2025-11-13 04:50:00,2025-11-17 07:50:00,Mahdia,Manouba,DRV0002,Youssef Hammami,,,11.7,2,0,,
EVT1YSABCVPLD,reservation_created,2025-11-13 05:09:34,TRP2276,2025-11-13 04:50:00,2025-11-17 07:50:00,Mahdia,Manouba,DRV0002,Youssef Hammami,PAS0272,Aziz Mansouri,11.7,2,1,RSV1WUZ2TECPN,active
EVTY37I905IZR,reservation_created,2025-11-13 05:13:42,TRP0865,2025-11-10 05:45:00,2025-11-21 13:45:00,Ariana,Kairouan,DRV0035,Youssef Guezguez,PAS0325,Ines Kouki m,18.3,2,1,RSV1WEKW1KN6R,active
EVTK6PI69KTYU,reservation_created,2025-11-13 05:28:01,TRP1926,2025-11-06 07:05:00,2025-11-27 14:05:00,Kebili,Gafsa,DRV0036,Hedi Ben Youssef,PAS0475,Aziz Kouki m,8.7,3,1,RSVGAWKYZCQNT,active
EVTPUS2SWHMMR,reservation_created,2025-11-13 05:31:54,TRP0658,2025-11-12 02:50:00,2025-11-23 09:50:00,Monastir,Sfax,DRV0030,Bilel Chaabane,PAS0047,Ines Kouki m,12.3,4,1,RSVMSJN7LZWR6,active
EVTVHZAN7S85H,reservation_created,2025-11-13 05:55:10,TRP2590,2025-11-12 21:35:00,2025-11-20 21:35:00,Tunis,Tozeur,DRV0001,Aziz Khelifi,PAS0371,Skander Ben Youssef,11.9,4,1,RSV27ZYK2Y02D,active
EVTGGIKGFA06V,reservation_created,2025-11-13 06:25:21,TRP2113,2025-11-12 07:30:00,2025-11-14 12:30:00,Sousse,Sfax,DRV0004,Mouna Souissi,PAS0060,Aziz Guezguez,18.5,4,1,RSV0OSMY0KJ9B,active
EVTYH6GRBKCY7,reservation_created,2025-11-13 07:44:08,TRP0047,2025-11-10 11:50:00,2025-11-14 13:50:00,Kebili,Zarzis,DRV0017,Ameni Kouki m,PAS0053,Rim Zouari,10.6,2,1,RSVLVR26OMPI8,active
EVTBRO5XYT861,reservation_created,2025-11-13 07:48:48,TRP0047,2025-11-10 11:50:00,2025-11-14 13:50:00,Kebili,Zarzis,DRV0017,Ameni Kouki m,PAS0252,Youssef Guezguez,10.6,2,1,RSVJ7VLSGO7F0,active
EVT2JCYB8EKOZ,trip_published,2025-11-13 08:15:00,TRP2595,2025-11-13 08:15:00,2025-12-02 15:15:00,Nabeul,Gafsa,DRV0042,Hedi Bouazizi,,,26.6,4,0,,
EVTZGG3ETIVMD,trip_published,2025-11-13 09:05:00,TRP0945,2025-11-13 09:05:00,2025-11-28 21:05:00,Gabes,Monastir,DRV0050,Wassim Dali,,,25.9,3,0,,
EVTI1XAT2OWNV,reservation_created,2025-11-13 09:41:49,TRP1863,2025-11-08 17:10:00,2025-11-17 18:10:00,Hammamet,Manouba,DRV0012,Ameni Bouslama,PAS0258,Youssef Khelifi,6.9,4,1,RSV4ZKWRJV71Z,active
EVTYX1ZDNQSAM,trip_published,2025-11-13 10:45:00,TRP1080,2025-11-13 10:45:00,2025-11-24 14:45:00,Zarzis,Sousse,DRV0005,Aziz Khelifi,,,29.0,4,0,,
EVTO74317GHXT,reservation_created,2025-11-13 11:20:43,TRP2198,2025-11-07 04:25:00,2025-11-23 09:25:00,Zarzis,Bizerte,DRV0032,Wassim Souissi,PAS0039,Ilyes Ferjani,19.7,3,1,RSVDW1K7DMS3C,active
EVTWBVV0TL13I,trip_published,2025-11-13 12:35:00,TRP1912,2025-11-13 12:35:00,2025-11-15 13:35:00,Zarzis,Gabes,DRV0021,Sami Ben Ali,,,24.9,3,0,,
EVTCB5EMYOHZJ,reservation_created,2025-11-13 13:05:57,TRP0498,2025-11-12 06:55:00,2025-11-14 18:55:00,Gabes,Monastir,DRV0015,Asma Ben Ali,PAS0150,Ines Ben Ali,26.9,4,1,RSV4WHCH29262,active
EVT704RP1C7DB,reservation_created,2025-11-13 13:11:16,TRP1404,2025-11-10 06:55:00,2025-11-18 17:55:00,Nabeul,Ben Arous,DRV0048,Ilyes Bouslama,PAS0346,Asma Ferjani,7.4,2,1,RSVS3R4TWZCRN,active
EVT19OYVWFCNS,reservation_created,2025-11-13 14:39:43,TRP2458,2025-11-12 07:25:00,2025-11-17 13:25:00,Hammamet,Manouba,DRV0038,Ilyes Dali,PAS0335,Bilel Saidi,6.8,4,1,RSVO9SMH4EEKU,active
EVT0J9BLB8ND6,trip_published,2025-11-13 15:40:00,TRP2313,2025-11-13 15:40:00,2025-11-29 21:40:00,Mahdia,Hammamet,DRV0049,Sarra Bouslama,,,10.3,3,0,,
EVTSV8NG1JWEN,reservation_created,2025-11-13 16:57:47,TRP2080,2025-11-05 12:20:00,2025-11-25 21:20:00,Ben Arous,Tozeur,DRV0006,Mouna Kouki m,PAS0304,Sami Trabelsi,25.0,3,2,RSVO5ZSRMML84,active
EVTETY58SCQTR,reservation_created,2025-11-13 18:59:28,TRP0642,2025-11-09 20:55:00,2025-11-14 20:55:00,Kebili,Mahdia,DRV0030,Bilel Chaabane,PAS0254,Hedi Ferjani,27.5,3,1,RSVRCGFT3Z0JH,active
EVT5CJE9EP2WJ,reservation_created,2025-11-13 19:14:51,TRP0658,2025-11-12 02:50:00,2025-11-23 09:50:00,Monastir,Sfax,DRV0030,Bilel Chaabane,PAS0226,Mehdi Saidi,12.3,4,1,RSVQYTY6X113O,active
EVT0TSDWAN0UR,trip_published,2025-11-13 19:50:00,TRP1130,2025-11-13 19:50:00,2025-11-28 19:50:00,Gabes,Zarzis,DRV0013,Rim Bouazizi,,,17.3,3,0,,
EVTYRMTCXW3WM,reservation_created,2025-11-13 21:45:43,TRP2480,2025-11-04 16:45:00,2025-11-23 21:45:00,Djerba,Tunis,DRV0007,Ameni Trabelsi,PAS0354,Bilel Jebali,13.1,4,1,RSVCVD8SLRTVB,active
EVTPJZUKR3VCA,reservation_created,2025-11-13 22:02:04,TRP2276,2025-11-13 04:50:00,2025-11-17 07:50:00,Mahdia,Manouba,DRV0002,Youssef Hammami,PAS0263,Mariem Bouslama,11.7,2,1,RSV7V0SR0OF7O,active
EVTS320HMH74U,trip_published,2025-11-14 00:40:00,TRP2141,2025-11-14 00:40:00,2025-11-24 08:40:00,Ariana,Kebili,DRV0011,Bilel Jebali,,,29.9,3,0,,
EVTQB7YIR1860,trip_published,2025-11-14 02:10:00,TRP1944,2025-11-14 02:10:00,2025-11-22 09:10:00,Tozeur,Hammamet,DRV0047,Hedi Karray,,,21.8,2,0,,
EVTUE4WV1F643,reservation_created,2025-11-14 03:08:02,TRP0498,2025-11-12 06:55:00,2025-11-14 18:55:00,Gabes,Monastir,DRV0015,Asma Ben Ali,PAS0051,Wassim Saidi,26.9,4,1,RSVGB8OTIA47G,active
EVTXWFVKQ0XJU,reservation_created,2025-11-14 04:04:37,TRP2437,2025-11-03 05:35:00,2025-11-21 17:35:00,Sousse,Ben Arous,DRV0030,Bilel Chaabane,PAS0399,Wassim Chaabane,14.3,4,1,RSVMCBI704UDB,active
EVTKUCGROASL1,reservation_created,2025-11-14 04:25:35,TRP2113,2025-11-12 07:30:00,2025-11-14 12:30:00,Sousse,Sfax,DRV0004,Mouna Souissi,PAS0403,Ilyes Bouslama,18.5,4,1,RSV6Q2WF452AW,active
EVT9BYFQHJCWL,reservation_created,2025-11-14 05:33:39,TRP0498,2025-11-12 06:55:00,2025-11-14 18:55:00,Gabes,Monastir,DRV0015,Asma Ben Ali,PAS0413,Rim Ferjani,26.9,4,2,RSVDNT5VDWIB7,active
EVTRADTLJJ0Z7,reservation_created,2025-11-14 06:35:30,TRP1045,2025-10-29 11:00:00,2025-11-15 14:00:00,Ben Arous,Jendouba,DRV0046,Youssef Masmoudi,PAS0347,Skander Souissi,22.5,3,1,RSVYJKJ8YVHZS,active
EVTC41PMAHKNM,reservation_created,2025-11-14 07:25:39,TRP2313,2025-11-13 15:40:00,2025-11-29 21:40:00,Mahdia,Hammamet,DRV0049,Sarra Bouslama,PAS0307,Mouna Khelifi,10.3,3,1,RSVZJM7QU6U70,active
EVT3IJWXFUKTN,reservation_created,2025-11-14 07:37:24,TRP0498,2025-11-12 06:55:00,2025-11-14 18:55:00,Gabes,Monastir,DRV0015,Asma Ben Ali,PAS0346,Asma Ferjani,26.9,4,1,RSVWU4JFKNR1H,active
EVTYQ5UJ5KDII,reservation_created,2025-11-14 08:05:53,TRP0305,2025-11-04 09:10:00,2025-11-14 09:10:00,Kairouan,Jendouba,DRV0019,Skander Kouki m,PAS0075,Sarra Jebali,13.5,2,1,RSV3IX49EKYK7,active
EVTVTEC90KB3L,reservation_created,2025-11-14 08:06:28,TRP0770,2025-10-31 08:25:00,2025-11-15 08:25:00,Monastir,Zarzis,DRV0050,Wassim Dali,PAS0434,Eya Masmoudi,31.6,4,1,RSVH2HNL1MC5F,active
EVTS7RYPZLVCF,reservation_cancelled,2025-11-14 08:59:06,TRP0305,2025-11-04 09:10:00,2025-11-14 09:10:00,Kairouan,Jendouba,DRV0019,Skander Kouki m,PAS0075,Sarra Jebali,13.5,2,-1,RSV3IX49EKYK7,cancelled
EVTXOHF7O22E5,reservation_created,2025-11-14 09:20:00,TRP1574,2025-11-05 09:50:00,2025-11-20 19:50:00,Beja,Ben Arous,DRV0038,Ilyes Dali,PAS0214,Eya Zouari,16.6,2,1,RSVH3SLJEK2R2,active
EVTIF49VIAEQA,reservation_created,2025-11-14 09:39:06,TRP0498,2025-11-12 06:55:00,2025-11-14 18:55:00,Gabes,Monastir,DRV0015,Asma Ben Ali,PAS0309,Hedi Trabelsi,26.9,4,1,RSVCK19AD82E7,active
EVTNVYYAPKOM0,reservation_created,2025-11-14 10:51:17,TRP0422,2025-11-01 10:55:00,2025-11-16 18:55:00,Gabes,Bizerte,DRV0014,Mouna Bouslama,PAS0375,Rim Ferjani,20.6,4,1,RSVH1YQYT40D9,active
EVT8D6KYB27XJ,trip_published,2025-11-14 10:55:00,TRP1773,2025-11-14 10:55:00,2025-11-20 11:55:00,Tunis,Djerba,DRV0009,Asma Dali,,,13.3,4,0,,
EVTVZR6T3WGNN,reservation_cancelled,2025-11-14 11:03:33,TRP2113,2025-11-12 07:30:00,2025-11-14 12:30:00,Sousse,Sfax,DRV0004,Mouna Souissi,PAS0403,Ilyes Bouslama,18.5,4,-1,RSV6Q2WF452AW,cancelled
EVTHZR9M682LW,reservation_cancelled,2025-11-14 11:06:51,TRP0498,2025-11-12 06:55:00,2025-11-14 18:55:00,Gabes,Monastir,DRV0015,Asma Ben Ali,PAS0413,Rim Ferjani,26.9,4,-2,RSVDNT5VDWIB7,cancelled
EVTJTNNZX3IHR,reservation_created,2025-11-14 11:37:59,TRP0770,2025-10-31 08:25:00,2025-11-15 08:25:00,Monastir,Zarzis,DRV0050,Wassim Dali,PAS0399,Wassim Chaabane,31.6,4,1,RSVU0S5A0DSSA,active
EVT3AGY2T9XXK,reservation_created,2025-11-14 11:57:39,TRP0658,2025-11-12 02:50:00,2025-11-23 09:50:00,Monastir,Sfax,DRV0030,Bilel Chaabane,PAS0406,Nour Ferjani,12.3,4,1,RSVVAGQAT1PTG,active
EVTCBIUYTUP8V,reservation_created,2025-11-14 12:01:12,TRP0945,2025-11-13 09:05:00,2025-11-28 21:05:00,Gabes,Monastir,DRV0050,Wassim Dali,PAS0014,Aziz Trabelsi,25.9,3,1,RSVPIRPBXQ075,active
EVTYLM2T7NO3H,reservation_created,2025-11-14 14:05:16,TRP0642,2025-11-09 20:55:00,2025-11-14 20:55:00,Kebili,Mahdia,DRV0030,Bilel Chaabane,PAS0219,Ilyes Bouslama,27.5,3,1,RSVCKT16AGWPY,active
EVT4ZLCSEMXFW,reservation_created,2025-11-14 14:34:54,TRP2141,2025-11-14 00:40:00,2025-11-24 08:40:00,Ariana,Kebili,DRV0011,Bilel Jebali,PAS0096,Ines Bouslama,29.9,3,1,RSVLJYGR5CSIP,active
EVTPEDC6G16SQ,reservation_created,2025-11-14 15:21:14,TRP1935,2025-11-11 13:10:00,2025-11-17 19:10:00,Monastir,Gabes,DRV0019,Skander Kouki m,PAS0024,Skander Dali,26.7,2,1,RSV4S2FH4NL1Z,active
EVTCKFKPJ6Q7Q,reservation_created,2025-11-14 15:27:48,TRP0889,2025-11-03 09:05:00,2025-11-14 17:05:00,Kairouan,Djerba,DRV0042,Hedi Bouazizi,PAS0126,Rim Karray,22.0,2,1,RSV19E66TKVVE,active
EVTU87M8HTFZB,reservation_created,2025-11-14 16:36:46,TRP0900,2025-11-10 08:25:00,2025-11-28 08:25:00,Manouba,Sfax,DRV0001,Aziz Khelifi,PAS0365,Eya Mansouri,13.9,3,1,RSVQ24L7HWS13,active
EVT7O6QNH5EYQ,trip_published,2025-11-14 17:20:00,TRP2262,2025-11-14 17:20:00,2025-11-26 18:20:00,Zarzis,Hammamet,DRV0039,Sami Guezguez,,,28.4,3,0,,
EVTJQ5D62IA1F,reservation_created,2025-11-14 17:36:13,TRP2356,2025-11-12 22:45:00,2025-11-25 07:45:00,Nabeul,Manouba,DRV0051,Rim Karray,PAS0274,Sami Guezguez,6.3,3,1,RSVBTSY8F8UFT,active
EVTCOV06R8JNC,reservation_created,2025-11-14 18:07:26,TRP2458,2025-11-12 07:25:00,2025-11-17 13:25:00,Hammamet,Manouba,DRV0038,Ilyes Dali,PAS0047,Ines Kouki m,6.8,4,2,RSVBYPD4I7GFK,active
EVTYVF0Y0YL24,reservation_created,2025-11-14 19:39:38,TRP1768,2025-10-31 15:10:00,2025-11-18 18:10:00,Gafsa,Sousse,DRV0050,Wassim Dali,PAS0003,Ahmed Zouari,29.7,4,1,RSV3MO76U1MYZ,active
EVTQKBKF7Q0JM,reservation_created,2025-11-14 21:41:10,TRP0173,2025-11-12 19:10:00,2025-11-30 23:10:00,Monastir,Sfax,DRV0052,Youssef Khelifi,PAS0262,Eya Souissi,12.1,3,1,RSV0CIH8NX1KH,active
EVTPZ9GO006BJ,reservation_created,2025-11-14 21:53:22,TRP1052,2025-11-09 07:40:00,2025-11-23 11:40:00,Djerba,Sfax,DRV0055,Sami Zouari,PAS0028,Sami Dali,22.4,4,1,RSVBITOD22X2Y,active
EVTQ163SPUFVP,reservation_created,2025-11-14 21:58:53,TRP2523,2025-11-02 20:45:00,2025-11-16 07:45:00,Mahdia,Sousse,DRV0003,Asma Karray,PAS0278,Ameni Zouari,13.9,2,1,RSVMEHKG6RHLC,active
EVTFVEL57OBVL,trip_published,2025-11-14 22:35:00,TRP0313,2025-11-14 22:35:00,2025-11-21 09:35:00,Tunis,Zarzis,DRV0056,Ilyes Khelifi,,,10.4,3,0,,
EVTB6IRWNSLAZ,reservation_created,2025-11-14 22:37:59,TRP0313,2025-11-14 22:35:00,2025-11-21 09:35:00,Tunis,Zarzis,DRV0056,Ilyes Khelifi,PAS0209,Sami Hammami,10.4,3,1,RSV2DK29Q0X3O,active
EVT3631GZNIO2,reservation_created,2025-11-14 22:41:12,TRP1768,2025-10-31 15:10:00,2025-11-18 18:10:00,Gafsa,Sousse,DRV0050,Wassim Dali,PAS0040,Ines Souissi,29.7,4,1,RSVJSKFN8AWNC,active
EVT1ADFQ90QPH,trip_published,2025-11-14 22:55:00,TRP2074,2025-11-14 22:55:00,2025-11-18 08:55:00,Mahdia,Bizerte,DRV0026,Mariem Trabelsi,,,19.9,3,0,,
EVT7Q6UO9MT5H,reservation_created,2025-11-14 23:30:59,TRP1863,2025-11-08 17:10:00,2025-11-17 18:10:00,Hammamet,Manouba,DRV0012,Ameni Bouslama,PAS0397,Asma Ben Youssef,6.9,4,1,RSVQG55FK4Z49,active
EVTYXZQO6835F,reservation_created,2025-11-15 00:43:13,TRP1438,2025-10-29 13:05:00,2025-11-15 18:05:00,Gafsa,Kebili,DRV0045,Nour Mansouri,PAS0163,Ines Gharbi,18.8,3,1,RSVY27ABVVBN3,active
EVT4LDJFCYM11,reservation_created,2025-11-15 00:49:12,TRP1912,2025-11-13 12:35:00,2025-11-15 13:35:00,Zarzis,Gabes,DRV0021,Sami Ben Ali,PAS0116,Ameni Gharbi,24.9,3,1,RSVNRP2307SBS,active
EVTF8MXWUSYVD,reservation_created,2025-11-15 00:55:10,TRP2558,2025-11-08 06:00:00,2025-11-19 09:00:00,Ariana,Manouba,DRV0032,Wassim Souissi,PAS0281,Ameni Hammami,12.4,4,1,RSV0UUIJ3R2YD,active
EVTKI3ARHQ2PZ,reservation_created,2025-11-15 01:37:12,TRP2198,2025-11-07 04:25:00,2025-11-23 09:25:00,Zarzis,Bizerte,DRV0032,Wassim Souissi,PAS0381,Aziz Hammami,19.7,3,1,RSV45BNHC138T,active
EVT330702P4NS,reservation_created,2025-11-15 02:39:02,TRP2458,2025-11-12 07:25:00,2025-11-17 13:25:00,Hammamet,Manouba,DRV0038,Ilyes Dali,PAS0418,Asma Ben Ali,6.8,4,1,RSV2KL5U1K47J,active
EVT3RPUH3RUVC,reservation_created,2025-11-15 03:46:00,TRP1773,2025-11-14 10:55:00,2025-11-20 11:55:00,Tunis,Djerba,DRV0009,Asma Dali,PAS0189,Eya Zouari,13.3,4,1,RSVI8QPQZDIB4,active
EVTXK6S12S9MJ,reservation_created,2025-11-15 03:53:01,TRP2074,2025-11-14 22:55:00,2025-11-18 08:55:00,Mahdia,Bizerte,DRV0026,Mariem Trabelsi,PAS0488,Sarra Ferjani,19.9,3,1,RSVXEX44DAVLM,active
EVTOV9D19JWOQ,reservation_created,2025-11-15 04:45:24,TRP1912,2025-11-13 12:35:00,2025-11-15 13:35:00,Zarzis,Gabes,DRV0021,Sami Ben Ali,PAS0017,Hedi Souissi,24.9,3,1,RSVZPU955FFFE,active
EVTKI4HIW4FDF,reservation_created,2025-11-15 05:08:57,TRP1912,2025-11-13 12:35:00,2025-11-15 13:35:00,Zarzis,Gabes,DRV0021,Sami Ben Ali,PAS0253,Khalil Saidi,24.9,3,1,RSVI189Y36BM4,active
EVTLURASE8KZH,reservation_created,2025-11-15 05:13:11,TRP1773,2025-11-14 10:55:00,2025-11-20 11:55:00,Tunis,Djerba,DRV0009,Asma Dali,PAS0041,Skander Souissi,13.3,4,1,RSVC5BJWSJ4CT,active
EVT3YTC84VE41,trip_published,2025-11-15 07:20:00,TRP2061,2025-11-15 07:20:00,2025-11-24 17:20:00,Monastir,Bizerte,DRV0033,Skander Souissi,,,21.9,3,0,,
EVTRMFBYNGKQT,reservation_created,2025-11-15 08:27:23,TRP0297,2025-10-28 06:00:00,2025-11-16 17:00:00,Manouba,Zarzis,DRV0008,Youssef Karray,PAS0404,Ilyes Ferjani,32.8,3,1,RSVNMNPDJ74TJ,active
EVTGXHC660UJR,trip_published,2025-11-15 10:00:00,TRP0295,2025-11-15 10:00:00,2025-12-05 17:00:00,Zarzis,Kairouan,DRV0017,Ameni Kouki m,,,22.2,3,0,,
EVTMV6YVOK7AX,reservation_created,2025-11-15 10:24:37,TRP0865,2025-11-10 05:45:00,2025-11-21 13:45:00,Ariana,Kairouan,DRV0035,Youssef Guezguez,PAS0005,Asma Ben Ali,18.3,2,1,RSVF0RNVH2OHH,active
EVTRH1T8J8730,reservation_created,2025-11-15 12:39:41,TRP2262,2025-11-14 17:20:00,2025-11-26 18:20:00,Zarzis,Hammamet,DRV0039,Sami Guezguez,PAS0134,Youssef Saidi,28.4,3,1,RSVI2VZ5GC8AX,active
EVTIHSZ9LFB0P,reservation_cancelled,2025-11-15 12:56:57,TRP0658,2025-11-12 02:50:00,2025-11-23 09:50:00,Monastir,Sfax,DRV0030,Bilel Chaabane,PAS0226,Mehdi Saidi,12.3,4,-1,RSVQYTY6X113O,cancelled
EVT71H1Z00VJT,reservation_created,2025-11-15 13:40:25,TRP1241,2025-11-12 02:30:00,2025-11-18 14:30:00,Kairouan,Ben Arous,DRV0052,Youssef Khelifi,PAS0065,Eya Guezguez,18.1,2,1,RSVHQR5CPK5I2,active
EVT729MIC4PWM,reservation_created,2025-11-15 14:01:49,TRP1048,2025-11-07 06:30:00,2025-11-21 09:30:00,Nabeul,Kebili,DRV0033,Skander Souissi,PAS0074,Mariem Gharbi,19.3,3,1,RSVH614Q8CKEN,active
EVTG5BI1IWK4N,reservation_created,2025-11-15 16:21:42,TRP0313,2025-11-14 22:35:00,2025-11-21 09:35:00,Tunis,Zarzis,DRV0056,Ilyes Khelifi,PAS0405,Aziz Guezguez,10.4,3,1,RSV4G27QF5HDH,active
EVT2665HMCN7T,reservation_created,2025-11-15 16:53:06,TRP1987,2025-11-05 21:25:00,2025-11-20 09:25:00,Monastir,Djerba,DRV0025,Ahmed Ferjani,PAS0288,Khalil Bouazizi,26.1,3,1,RSVZKBD2CMWQG,active
EVTYAPG1GKE8R,trip_published,2025-11-15 17:50:00,TRP0635,2025-11-15 17:50:00,2025-11-16 18:50:00,Gafsa,Ben Arous,DRV0043,Nour Ben Youssef,,,27.5,3,0,,
EVT6X02AV9AS4,reservation_created,2025-11-15 22:34:04,TRP2074,2025-11-14 22:55:00,2025-11-18 08:55:00,Mahdia,Bizerte,DRV0026,Mariem Trabelsi,PAS0239,Mariem Khelifi,19.9,3,1,RSVKTGONYDBDX,active
EVT34NLX4FR3T,trip_published,2025-11-15 22:35:00,TRP1212,2025-11-15 22:35:00,2025-12-05 02:35:00,Ariana,Tozeur,DRV0037,Aziz Guezguez,,,25.2,4,0,,
EVTZ3Q0EWLC4H,trip_published,2025-11-15 22:50:00,TRP1506,2025-11-15 22:50:00,2025-11-18 00:50:00,Ben Arous,Zarzis,DRV0016,Sami Chaabane,,,28.6,2,0,,
EVTMLJC1BX7QF,trip_published,2025-11-16 00:35:00,TRP1777,2025-11-16 00:35:00,2025-11-21 11:35:00,Zarzis,Djerba,DRV0012,Ameni Bouslama,,,8.8,2,0,,
EVTIO2UPGANUV,reservation_created,2025-11-16 00:38:17,TRP1969,2025-11-02 15:10:00,2025-11-19 19:10:00,Zarzis,Gabes,DRV0004,Mouna Souissi,PAS0223,Mariem Bouslama,15.2,3,1,RSVFX8ORSXK2Q,active
EVT097NFUD1AH,trip_published,2025-11-16 01:05:00,TRP1208,2025-11-16 01:05:00,2025-11-28 10:05:00,Tozeur,Nabeul,DRV0019,Skander Kouki m,,,21.7,2,0,,
EVT6IU2FVZS04,reservation_created,2025-11-16 01:07:19,TRP0635,2025-11-15 17:50:00,2025-11-16 18:50:00,Gafsa,Ben Arous,DRV0043,Nour Ben Youssef,PAS0390,Mariem Ben Ali,27.5,3,2,RSVCRCU71TL8E,active
EVTNPAI7S8BI9,reservation_created,2025-11-16 01:23:03,TRP1926,2025-11-06 07:05:00,2025-11-27 14:05:00,Kebili,Gafsa,DRV0036,Hedi Ben Youssef,PAS0341,Mehdi Chaabane,8.7,3,1,RSV74C6AK6Z1L,active
EVTNBE5QVC7H5,reservation_created,2025-11-16 01:39:37,TRP2074,2025-11-14 22:55:00,2025-11-18 08:55:00,Mahdia,Bizerte,DRV0026,Mariem Trabelsi,PAS0313,Mouna Ben Ali,19.9,3,1,RSVFBMQ04EWUU,active
EVT7XFAYMUGR1,reservation_created,2025-11-16 02:33:35,TRP0435,2025-10-30 06:40:00,2025-11-18 08:40:00,Mahdia,Gabes,DRV0037,Aziz Guezguez,PAS0303,Ilyes Trabelsi,29.5,4,2,RSV3VFFJ72TY8,active
EVT4EEHRDWRKQ,trip_published,2025-11-16 06:00:00,TRP2043,2025-11-16 06:00:00,2025-11-23 17:00:00,Manouba,Tozeur,DRV0048,Ilyes Bouslama,,,23.5,3,0,,
EVTBJVVLBODUB,reservation_created,2025-11-16 06:12:29,TRP2276,2025-11-13 04:50:00,2025-11-17 07:50:00,Mahdia,Manouba,DRV0002,Youssef Hammami,PAS0471,Sarra Bouazizi,11.7,2,1,RSV8ZW81WSPG6,active
EVTDQQVNRMAAK,reservation_created,2025-11-16 06:41:09,TRP1047,2025-11-08 15:25:00,2025-11-27 17:25:00,Jendouba,Bizerte,DRV0029,Hedi Karray,PAS0334,Youssef Bouslama,15.0,2,1,RSVD7VINSNVK8,active
EVTNN3NIR2U2R,reservation_created,2025-11-16 07:40:09,TRP0635,2025-11-15 17:50:00,2025-11-16 18:50:00,Gafsa,Ben Arous,DRV0043,Nour Ben Youssef,PAS0115,Nour Hammami,27.5,3,1,RSVKEX41YNGMJ,active
EVTSWD2I7SSA8,reservation_cancelled,2025-11-16 07:58:12,TRP2198,2025-11-07 04:25:00,2025-11-23 09:25:00,Zarzis,Bizerte,DRV0032,Wassim Souissi,PAS0039,Ilyes Ferjani,19.7,3,-1,RSVDW1K7DMS3C,cancelled
EVTXW1CQ5453G,trip_published,2025-11-16 08:25:00,TRP1861,2025-11-16 08:25:00,2025-11-22 17:25:00,Mahdia,Zarzis,DRV0047,Hedi Karray,,,22.7,3,0,,
EVTIE58EC1H4J,reservation_created,2025-11-16 08:28:14,TRP1179,2025-11-03 09:05:00,2025-11-23 18:05:00,Beja,Sousse,DRV0051,Rim Karray,PAS0001,Hedi Trabelsi,13.2,2,2,RSVC0QPL5YJEY,active
EVTQB7U2MRIX5,trip_published,2025-11-16 08:40:00,TRP0597,2025-11-16 08:40:00,2025-12-06 09:40:00,Djerba,Tunis,DRV0028,Ahmed Khelifi,,,13.6,3,0,,
EVTH9O2VO4WYV,reservation_created,2025-11-16 08:43:05,TRP2437,2025-11-03 05:35:00,2025-11-21 17:35:00,Sousse,Ben Arous,DRV0030,Bilel Chaabane,PAS0281,Ameni Hammami,14.3,4,1,RSVR1S1KX7Y8V,active
EVTF6NJ52NL8C,reservation_created,2025-11-16 08:55:21,TRP1987,2025-11-05 21:25:00,2025-11-20 09:25:00,Monastir,Djerba,DRV0025,Ahmed Ferjani,PAS0205,Youssef Guezguez,26.1,3,1,RSVAAY5JRNN7Q,active
EVT0N3HQ334S3,reservation_created,2025-11-16 09:40:27,TRP1568,2025-11-07 14:30:00,2025-11-19 02:30:00,Nabeul,Zarzis,DRV0020,Youssef Saidi,PAS0307,Mouna Khelifi,30.1,3,1,RSVP2BYK87YJZ,active
EVT2IRUHZH54G,trip_published,2025-11-16 13:05:00,TRP1388,2025-11-16 13:05:00,2025-11-29 17:05:00,Kebili,Gabes,DRV0039,Sami Guezguez,,,19.8,3,0,,
EVTQY3KW6W1KT,reservation_created,2025-11-16 13:58:21,TRP1873,2025-11-03 05:10:00,2025-11-21 14:10:00,Tunis,Zarzis,DRV0014,Mouna Bouslama,PAS0473,Skander Trabelsi,12.3,4,2,RSVI8JL8CZTMF,active
EVT27JAA94ZRZ,reservation_created,2025-11-16 14:22:17,TRP0658,2025-11-12 02:50:00,2025-11-23 09:50:00,Monastir,Sfax,DRV0030,Bilel Chaabane,PAS0147,Mehdi Saidi,12.3,4,1,RSVLOUA2HHKFJ,active
EVT5AGDX74VYN,reservation_created,2025-11-16 16:02:14,TRP1047,2025-11-08 15:25:00,2025-11-27 17:25:00,Jendouba,Bizerte,DRV0029,Hedi Karray,PAS0048,Nour Ferjani,15.0,2,1,RSVU3DY0MYRV6,active
